order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,food_preparation_time,delivery_time,is_takeaway,distance,GST,rating
1477657,177078,Lantern Thai Kitchen,Thai,419.1,Weekend,28,29,FALSE,0,20.955,Not given
1478135,276431,The Meatball Shop,Italian,420.6,Weekday,20,27,TRUE,6.61,21.03,3
1477254,58898,Blue Ribbon Sushi,Japanese,243,Weekend,35,18,TRUE,12.77,12.15,3
1477705,60397,Jack's Wife Freda,Mediterranean,365.4,Weekend,33,23,FALSE,0,18.27,1
1477814,62359,Pylos,Mediterranean,1062.3,Weekday,21,29,FALSE,0,53.115,2
1478059,53947,Gaia Italian Cafe,Italian,263.4,Weekend,25,15,TRUE,19.03,13.17,Not given
1478192,54365,Shake Shack,American,487.5,Weekend,27,23,TRUE,2.67,24.375,3
1477743,104130,Blue Ribbon Sushi,Japanese,199.2,Weekend,23,15,TRUE,18.82,9.96,Not given
1477203,60138,The Meatball Shop,American,475.8,Weekday,29,26,TRUE,4.66,23.79,3
1477292,386766,Parm,Italian,510.9,Weekday,21,27,TRUE,6.35,25.545,3
1477178,47440,Bareburger,American,726,Weekend,23,23,TRUE,3.29,36.3,2
1478283,167986,J. G. Melon,American,247.5,Weekday,34,33,TRUE,18.43,12.375,3
1477321,89844,Five Guys Burgers and Fries,American,362.4,Weekend,20,18,TRUE,13.1,18.12,Not given
1477322,355592,CafÌ© China,Chinese,363.9,Weekend,27,25,TRUE,2,18.195,Not given
1477879,362961,ilili Restaurant,Middle Eastern,494.7,Weekend,30,28,TRUE,7.87,24.735,2
1476741,318095,Blue Ribbon Sushi Izakaya,Japanese,203.7,Weekend,32,30,TRUE,11.74,10.185,3
1478303,72639,Sushi of Gari,Japanese,321.6,Weekday,30,26,FALSE,0,16.08,Not given
1476647,294246,Piccolo Angolo,Italian,580.5,Weekend,29,29,TRUE,10.01,29.025,Not given
1476669,142677,Chola Eclectic Indian Cuisine,Indian,261.9,Weekend,30,28,FALSE,0,13.095,3
1477049,175101,TAO,Japanese,289.5,Weekend,25,18,FALSE,0,14.475,2
1477602,320493,Vanessa's Dumplings,Chinese,503.4,Weekend,27,29,TRUE,9.98,25.17,3
1477088,129486,Mamoun's Falafel,Mediterranean,378.3,Weekend,21,17,FALSE,0,18.915,2
1476964,81405,RedFarm Broadway,Chinese,727.5,Weekend,29,22,TRUE,5.22,36.375,3
1477981,154464,Westville Hudson,American,334.8,Weekend,24,20,FALSE,0,16.74,2
1476717,151191,Pongsri Thai,Thai,605.4,Weekday,23,25,FALSE,0,30.27,Not given
1477851,66373,Blue Ribbon Sushi Izakaya,Japanese,987.9,Weekend,21,19,TRUE,10.65,49.395,2
1478063,367093,Parm,Italian,475.8,Weekday,30,24,TRUE,1.18,23.79,Not given
1477636,94909,Parm,Italian,363.9,Weekend,29,26,TRUE,3.71,18.195,2
1477763,111356,Blue Ribbon Sushi,Japanese,416.1,Weekday,31,30,TRUE,12.06,20.805,Not given
1477944,70564,Rubirosa,Italian,423.6,Weekday,26,27,TRUE,6.47,21.18,3
1478073,121686,TAO,Japanese,727.5,Weekend,22,21,TRUE,7.31,36.375,2
1478357,142356,Blue Ribbon Sushi,Japanese,422.1,Weekday,35,29,TRUE,10.22,21.105,Not given
1478055,7567,indikitch,Indian,167.4,Weekend,35,30,TRUE,11.89,8.37,Not given
1476815,39029,Prosperity Dumpling,Chinese,408.9,Weekend,25,24,TRUE,0.62,20.445,3
1477019,62359,RedFarm Hudson,Chinese,465.6,Weekend,30,18,TRUE,12.94,23.28,3
1477159,283310,Shake Shack,American,261.9,Weekend,35,17,TRUE,14.81,13.095,Not given
1478409,151333,Melt Shop,American,758.1,Weekend,27,30,TRUE,12.39,37.905,3
1477471,103147,Hot Kitchen,Chinese,886.2,Weekend,34,28,TRUE,8.05,44.31,3
1476747,115213,Junoon,Indian,276.6,Weekday,30,32,TRUE,15.82,13.83,Not given
1477165,128600,Blue Ribbon Fried Chicken,American,459.9,Weekend,23,15,TRUE,19.16,22.995,Not given
1477378,115610,Tamarind TriBeCa,Indian,363.9,Weekend,35,20,TRUE,8.47,18.195,Not given
1476803,73873,Han Dynasty,Chinese,420.6,Weekend,24,15,TRUE,18.45,21.03,Not given
1477792,270525,The Smile,American,251.7,Weekday,20,31,TRUE,13.82,12.585,Not given
1478331,42424,Han Dynasty,Chinese,363.9,Weekend,33,27,TRUE,5.89,18.195,3
1478319,84087,The Meatball Shop,Italian,494.7,Weekend,22,28,TRUE,7.99,24.735,3
1477090,54081,Osteria Morini,Italian,276.6,Weekday,29,33,TRUE,18.23,13.83,2
1477623,41136,The Meatball Shop,Italian,580.5,Weekend,27,20,TRUE,9.19,29.025,Not given
1477098,304509,RedFarm Broadway,Chinese,684,Weekday,33,33,TRUE,18.09,34.2,Not given
1477399,378482,Shake Shack,American,884.7,Weekend,34,24,TRUE,1.17,44.235,Not given
1476649,38116,Ravagh Persian Grill,Middle Eastern,507.9,Weekend,33,21,TRUE,7.13,25.395,Not given
1478288,58231,Rohm Thai,Thai,873,Weekend,31,23,FALSE,0,43.65,Not given
1477719,367051,RedFarm Hudson,Chinese,451.2,Weekend,35,25,TRUE,1.88,22.56,3
1477816,187187,Momoya,Japanese,347.7,Weekend,24,29,TRUE,10.68,17.385,3
1477777,73175,Hill Country Fried Chicken,Southern,942.9,Weekday,25,28,TRUE,7.79,47.145,3
1476637,49695,Blue Ribbon Fried Chicken,American,547.2,Weekend,21,16,TRUE,16.84,27.36,Not given
1477349,52327,Nobu Next Door,Japanese,134.1,Weekend,28,26,TRUE,4.64,6.705,3
1478222,370656,Vanessa's Dumplings,Chinese,269.4,Weekend,20,20,TRUE,9.12,13.47,Not given
1476774,114400,Shake Shack,American,881.7,Weekday,23,33,TRUE,18.36,44.085,Not given
1478421,59673,Dig Inn Seasonal Market,American,471.3,Weekday,27,26,TRUE,3.8,23.565,3
1476775,66636,Shake Shack,American,873,Weekday,29,31,TRUE,14.35,43.65,3
1478087,96921,Bareburger,American,251.7,Weekend,27,30,TRUE,12.5,12.585,3
1476710,65009,Blue Ribbon Sushi Izakaya,Japanese,267.9,Weekend,28,18,TRUE,12.62,13.395,3
1478395,283052,Han Dynasty,Chinese,390,Weekend,32,22,TRUE,4.43,19.5,2
1478265,52832,Dos Caminos,Mexican,481.8,Weekend,35,19,TRUE,10.73,24.09,Not given
1476625,348352,Olea,Mediterranean,200.7,Weekday,20,28,FALSE,0,10.035,Not given
1477413,325272,Shake Shack,American,483,Weekend,28,24,TRUE,0.69,24.15,Not given
1477485,165695,Jack's Wife Freda,Mediterranean,200.7,Weekend,21,16,FALSE,0,10.035,3
1476708,126026,Nobu Next Door,Japanese,285.3,Weekend,25,29,TRUE,10.11,14.265,Not given
1477168,352130,TAO,Japanese,362.4,Weekend,24,30,TRUE,12.29,18.12,Not given
1476872,42018,Blue Ribbon Sushi,Japanese,174.6,Weekday,27,28,TRUE,8.55,8.73,Not given
1477161,263426,Nobu Next Door,Japanese,282.3,Weekend,32,30,TRUE,12.73,14.115,Not given
1477799,399520,Xe May Sandwich Shop,Vietnamese,422.1,Weekday,28,28,TRUE,8,21.105,Not given
1477309,64151,Rubirosa,Italian,684,Weekday,32,27,TRUE,6.36,34.2,3
1478132,74762,Cafeteria,American,366.9,Weekday,26,25,TRUE,1.86,18.345,Not given
1477456,124085,Blue Ribbon Sushi Bar & Grill,Japanese,477.3,Weekend,31,16,TRUE,16.58,23.865,Not given
1477678,102085,Otto Enoteca Pizzeria,Italian,288.3,Weekend,26,30,TRUE,12.49,14.415,3
1477428,77857,Shake Shack,American,240,Weekend,24,30,TRUE,12.06,12,2
1477359,373285,RedFarm Hudson,Chinese,362.4,Weekend,21,24,TRUE,0.72,18.12,Not given
1477542,59673,Shake Shack,American,362.4,Weekday,27,27,TRUE,5.75,18.12,Not given
1477945,63096,Rubirosa,Italian,423.6,Weekend,33,15,TRUE,18.91,21.18,Not given
1477211,304365,Sarabeth's Restaurant,American,657.9,Weekend,25,27,TRUE,6.43,32.895,Not given
1477315,176622,Cafe Mogador,Middle Eastern,477.3,Weekend,32,15,TRUE,18.99,23.865,3
1478058,200631,Amy Ruth's,Southern,221.4,Weekday,24,29,TRUE,10.34,11.07,2
1476678,91817,Shake Shack,American,641.7,Weekend,28,18,FALSE,0,32.085,2
1478363,138024,Cho Dang Gol,Korean,877.5,Weekend,23,21,TRUE,6.86,43.875,2
1477288,47879,El Parador Cafe,Mexican,395.7,Weekday,22,28,TRUE,8.2,19.785,3
1478350,132753,Vanessa's Dumplings,Chinese,467.1,Weekend,33,28,TRUE,8.02,23.355,3
1477651,404649,Parm,Italian,583.5,Weekday,28,28,TRUE,8.57,29.175,Not given
1476977,41246,Shake Shack,American,755.1,Weekend,27,26,TRUE,3.72,37.755,3
1477544,113972,RedFarm Hudson,Chinese,580.5,Weekend,31,15,TRUE,18.51,29.025,2
1477487,209552,TAO,Japanese,378.3,Weekend,32,24,TRUE,0.83,18.915,3
1477187,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,363.9,Weekend,34,19,TRUE,10.87,18.195,3
1478387,70564,Jack's Wife Freda,Mediterranean,362.4,Weekend,30,19,FALSE,0,18.12,3
1476955,70001,Dirty Bird to Go,American,362.4,Weekday,23,32,TRUE,15.83,18.12,Not given
1476673,83287,Blue Ribbon Sushi Izakaya,Japanese,285.3,Weekend,35,21,FALSE,0,14.265,Not given
1476909,366975,Blue Ribbon Sushi Bar & Grill,Japanese,145.5,Weekend,20,21,TRUE,6.68,7.275,3
1478204,64153,Blue Ribbon Fried Chicken,American,422.1,Weekday,34,24,TRUE,0.44,21.105,2
1476613,65561,Chipotle Mexican Grill $1.99 Delivery,Mexican,873,Weekend,24,28,TRUE,8.59,43.65,3
1476739,290266,Socarrat Paella Bar,Spanish,756.6,Weekend,23,20,TRUE,8.99,37.83,3
1476617,53513,The Meatball Shop,Italian,939.9,Weekend,30,15,TRUE,19.04,46.995,3
1477563,385426,Shake Shack,American,510.9,Weekday,35,32,TRUE,16.38,25.545,3
1477302,52832,Don's Bogam BBQ & Wine Bar,Korean,366.9,Weekend,32,20,TRUE,8.95,18.345,Not given
1478217,62161,Tamarind TriBeCa,Indian,182.1,Weekend,30,17,TRUE,15.33,9.105,2
1478341,254913,Shake Shack,American,324.6,Weekend,34,20,TRUE,9.29,16.23,2
1477200,289597,Han Dynasty,Chinese,285.3,Weekday,24,27,TRUE,5.75,14.265,Not given
1476982,47440,Bareburger,American,261.9,Weekend,21,19,TRUE,11.37,13.095,3
1478367,100999,Blue Ribbon Sushi Izakaya,Japanese,366.9,Weekday,26,26,TRUE,4.45,18.345,Not given
1477852,74412,da Umberto,Italian,989.4,Weekend,30,28,TRUE,7.93,49.47,Not given
1477325,54110,Parm,Italian,580.5,Weekday,23,26,TRUE,3.9,29.025,2
1477524,236739,Xi'an Famous Foods,Chinese,583.5,Weekend,28,18,TRUE,12.43,29.175,3
1477430,182252,Five Leaves,American,187.8,Weekday,31,26,TRUE,4.35,9.39,3
1477197,345062,Alidoro,American,378.3,Weekend,34,22,TRUE,5.03,18.915,Not given
1476763,142170,RedFarm Broadway,Chinese,393,Weekend,26,22,TRUE,5.22,19.65,2
1476893,164131,Tony's Di Napoli,Italian,422.1,Weekend,22,27,TRUE,5.89,21.105,Not given
1476884,167828,Shake Shack,American,467.1,Weekend,35,18,TRUE,12.76,23.355,Not given
1477693,67345,Bareburger,American,391.5,Weekend,31,30,TRUE,12.53,19.575,2
1478170,208186,Blue Ribbon Sushi Izakaya,Japanese,493.2,Weekend,32,23,TRUE,2.67,24.66,Not given
1477676,78939,Blue Ribbon Sushi,Japanese,256.2,Weekend,34,25,TRUE,1.94,12.81,3
1477637,227992,Nobu Next Door,Japanese,363.9,Weekend,28,16,TRUE,16.54,18.195,Not given
1477922,304587,Westville Hudson,American,990.9,Weekend,25,18,TRUE,12.59,49.545,3
1478151,62941,Cipriani Le Specialita,Italian,177.6,Weekend,35,30,TRUE,11.74,8.88,3
1477219,389155,The Meatball Shop,Italian,989.4,Weekday,23,25,TRUE,2.06,49.47,3
1478018,304112,Shake Shack,American,487.5,Weekday,27,31,TRUE,13.79,24.375,3
1477998,90113,Blue Ribbon Sushi,Japanese,873,Weekend,20,16,TRUE,16.49,43.65,3
1477170,197832,The Meatball Shop,Italian,362.4,Weekday,25,28,TRUE,8.71,18.12,Not given
1478282,221394,Cafe Habana,Mexican,247.5,Weekend,21,29,TRUE,10,12.375,2
1477826,381020,RedFarm Broadway,Chinese,246,Weekend,31,30,TRUE,12.49,12.3,2
1477890,284835,Shake Shack,American,670.8,Weekday,20,32,TRUE,16.12,33.54,3
1477045,143511,Chipotle Mexican Grill $1.99 Delivery,Mexican,493.2,Weekday,33,30,TRUE,12.41,24.66,Not given
1478430,133701,The Loop,Japanese,729,Weekend,21,29,TRUE,10.51,36.45,3
1477160,61181,The Meatball Shop,Italian,258.9,Weekday,28,27,TRUE,6.56,12.945,2
1477605,91907,Momoya,Japanese,270.6,Weekend,21,30,FALSE,0,13.53,Not given
1478351,78939,Blue Ribbon Sushi,Japanese,362.4,Weekend,31,16,FALSE,0,18.12,3
1477017,175101,TAO,Japanese,472.8,Weekend,26,19,TRUE,10.61,23.64,Not given
1478202,345429,Burger Joint,American,656.4,Weekend,26,24,TRUE,0.69,32.82,3
1478053,125262,Barbounia,Mediterranean,173.1,Weekend,23,23,FALSE,0,8.655,Not given
1476933,375704,Shake Shack,American,989.4,Weekend,22,21,TRUE,7.22,49.47,3
1476656,124596,RedFarm Hudson,Chinese,873,Weekday,27,26,TRUE,4.69,43.65,Not given
1478071,70315,Five Guys Burgers and Fries,American,423.6,Weekend,28,25,TRUE,2.19,21.18,2
1476800,183520,Blue Ribbon Sushi,Japanese,347.7,Weekend,26,23,TRUE,2.63,17.385,Not given
1477568,296554,Blue Ribbon Fried Chicken,American,292.5,Weekday,23,32,TRUE,16.66,14.625,3
1478332,146456,Five Guys Burgers and Fries,American,365.4,Weekend,22,26,FALSE,0,18.27,Not given
1477504,71613,Empanada Mama (closed),Mexican,467.1,Weekend,24,20,TRUE,8.8,23.355,2
1477597,49010,Shake Shack,American,727.5,Weekend,34,24,FALSE,0,36.375,3
1478001,64153,Blue Ribbon Fried Chicken,American,941.4,Weekend,35,20,TRUE,8.81,47.07,3
1477127,314480,Shake Shack,American,472.8,Weekday,30,24,TRUE,0.79,23.64,3
1477846,52574,Blue Ribbon Sushi,Japanese,727.5,Weekday,30,26,TRUE,3.98,36.375,3
1477297,164131,Tony's Di Napoli,Italian,873,Weekend,26,19,TRUE,10.59,43.65,Not given
1477838,52256,Han Dynasty,Chinese,362.4,Weekend,22,23,TRUE,2.42,18.12,3
1477112,65806,Blue Ribbon Fried Chicken,American,363.9,Weekend,21,28,TRUE,8.16,18.195,Not given
1477355,79215,Blue Ribbon Sushi,Japanese,475.8,Weekend,33,15,TRUE,18.72,23.79,Not given
1477365,61181,Shake Shack,American,422.1,Weekend,33,25,TRUE,2.45,21.105,3
1477266,85422,Saravanaa Bhavan,Indian,727.5,Weekday,29,26,TRUE,3.82,36.375,3
1477800,344268,Sushi Choshi,Japanese,411.9,Weekend,35,27,TRUE,6.1,20.595,3
1478428,53543,The Smile,American,365.4,Weekday,29,27,TRUE,6.17,18.27,3
1478400,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,871.5,Weekend,28,27,TRUE,6.01,43.575,Not given
1478403,294478,RedFarm Broadway,Chinese,989.4,Weekend,25,15,TRUE,18.53,49.47,2
1477970,198802,Cafe Habana,Mexican,200.7,Weekday,26,31,TRUE,14.23,10.035,3
1476928,58205,The Meatball Shop,Italian,729,Weekend,33,21,TRUE,7.2,36.45,Not given
1477020,91108,Rubirosa,Italian,219.9,Weekend,26,22,TRUE,4.75,10.995,3
1477973,245264,RedFarm Hudson,Chinese,273.6,Weekday,29,26,TRUE,3.8,13.68,3
1478406,129122,Sarabeth's East,American,363.9,Weekend,34,30,TRUE,12.09,18.195,Not given
1477701,328551,Kanoyama,Japanese,989.4,Weekend,35,16,TRUE,16.99,49.47,3
1477318,42408,UVA Wine Bar & Restaurant,Italian,439.5,Weekday,32,25,TRUE,2.57,21.975,3
1477438,94132,Parm,Italian,939.9,Weekend,24,16,TRUE,16.78,46.995,Not given
1478376,67133,RedFarm Broadway,Chinese,289.5,Weekend,30,20,TRUE,8.57,14.475,3
1477367,343554,Blue Ribbon Fried Chicken,American,388.5,Weekend,27,28,TRUE,8.15,19.425,3
1477754,133222,P.J. Clarke's,American,640.2,Weekday,25,28,TRUE,8.09,32.01,3
1478280,91722,Shake Shack,American,582,Weekend,32,15,TRUE,19.06,29.1,3
1478412,43018,RedFarm Hudson,Chinese,200.7,Weekend,24,20,TRUE,9.23,10.035,Not given
1476887,142356,Blue Ribbon Sushi,Japanese,363.9,Weekday,26,27,TRUE,5.81,18.195,Not given
1478382,144997,Nobu Next Door,Japanese,477.3,Weekend,26,15,TRUE,19.41,23.865,2
1478115,93308,Shake Shack,American,173.1,Weekend,28,18,TRUE,12.51,8.655,2
1476782,367449,The Meatball Shop,Italian,366.9,Weekend,24,17,TRUE,14.6,18.345,3
1478178,125834,The Meatball Shop,Italian,366.9,Weekend,25,19,TRUE,10.92,18.345,3
1478294,390459,Shake Shack,American,365.4,Weekend,35,29,TRUE,10.16,18.27,Not given
1477854,58025,Tamarind TriBeCa,Indian,349.2,Weekend,33,23,TRUE,2.92,17.46,Not given
1477189,54630,V-Nam Cafe,Vietnamese,667.8,Weekend,33,26,TRUE,3.79,33.39,3
1476894,384698,Don's Bogam BBQ & Wine Bar,Korean,422.1,Weekend,33,16,TRUE,17.03,21.105,3
1476807,79215,Blue Ribbon Sushi,Japanese,494.7,Weekend,24,30,TRUE,11.94,24.735,3
1477937,98735,The Meatball Shop,Italian,289.5,Weekday,34,28,TRUE,7.73,14.475,3
1478407,386766,Parm,Italian,366.9,Weekend,21,30,TRUE,12.11,18.345,Not given
1478199,70001,Han Dynasty,Chinese,365.4,Weekday,26,26,TRUE,4.19,18.27,Not given
1478389,68775,Sushi of Gari Tribeca,Japanese,363.9,Weekend,25,30,TRUE,12.25,18.195,Not given
1478103,130956,Blue Ribbon Sushi,Japanese,388.5,Weekend,25,16,TRUE,16.58,19.425,3
1476824,259341,Momoya,Japanese,582,Weekend,27,16,TRUE,17.22,29.1,2
1478441,228541,RedFarm Hudson,Chinese,873,Weekend,27,28,TRUE,8.07,43.65,Not given
1478399,264399,Han Dynasty,Chinese,874.5,Weekday,20,24,TRUE,1.13,43.725,Not given
1477635,124393,Amma,Indian,942.9,Weekday,20,27,TRUE,6.28,47.145,3
1476797,357592,Blue Ribbon Sushi,Japanese,484.5,Weekend,23,21,FALSE,0,24.225,3
1476652,232035,ilili Restaurant,Middle Eastern,269.1,Weekend,24,19,FALSE,0,13.455,Not given
1478196,97991,Blue Ribbon Sushi Bar & Grill,Japanese,458.4,Weekday,24,29,TRUE,10.18,22.92,Not given
1477862,317660,Shake Shack,American,307.2,Weekend,22,21,TRUE,6.49,15.36,Not given
1478141,150865,Vanessa's Dumpling House,Chinese,873,Weekday,22,25,TRUE,2.34,43.65,Not given
1476962,342777,Blue Ribbon Sushi,Japanese,387,Weekday,25,31,TRUE,14.18,19.35,3
1477959,175290,Otto Enoteca Pizzeria,Italian,871.5,Weekend,24,18,TRUE,12.49,43.575,3
1477426,135769,Blue Ribbon Sushi,Japanese,580.5,Weekend,26,23,TRUE,3.18,29.025,3
1478049,259341,TAO,Japanese,381.3,Weekend,22,17,TRUE,14.79,19.065,3
1477811,373152,Blue Ribbon Sushi,Japanese,729,Weekend,32,28,TRUE,8.32,36.45,3
1478068,222073,The Smile,American,362.4,Weekend,27,25,TRUE,2.29,18.12,3
1477002,133202,ilili Restaurant,Middle Eastern,877.5,Weekend,27,21,TRUE,6.69,43.875,3
1477139,139755,Tortaria,Mexican,391.5,Weekend,23,19,TRUE,10.64,19.575,3
1478150,97806,Shake Shack,American,756.6,Weekend,35,27,TRUE,6.14,37.83,2
1476603,48677,Shake Shack,American,388.5,Weekend,32,19,TRUE,10.42,19.425,Not given
1476752,27365,Nobu Next Door,Japanese,481.8,Weekend,31,23,TRUE,2.97,24.09,Not given
1477073,87752,Shake Shack,American,871.5,Weekend,21,22,TRUE,4.83,43.575,3
1477823,50260,Bareburger,American,168.9,Weekend,32,30,TRUE,12.72,8.445,2
1476684,35631,Shake Shack,American,582,Weekend,32,24,TRUE,0.96,29.1,3
1477892,196320,Parm,Italian,755.1,Weekday,33,32,TRUE,16.03,37.755,2
1477481,47440,Bareburger,American,756.6,Weekday,31,27,TRUE,6.2,37.83,3
1477538,184085,Hill Country Fried Chicken,Southern,445.2,Weekend,21,21,TRUE,6.93,22.26,2
1476626,84087,The Meatball Shop,Italian,200.7,Weekend,25,22,TRUE,4.53,10.035,Not given
1477557,140501,The Meatball Shop,Italian,670.8,Weekend,32,21,TRUE,7.09,33.54,3
1477684,39275,TAO,Japanese,458.4,Weekend,20,27,TRUE,6.54,22.92,3
1477865,120490,Parm,Italian,246,Weekday,34,24,TRUE,0.41,12.3,Not given
1477612,56722,Shake Shack,American,669.3,Weekday,33,32,TRUE,15.91,33.465,Not given
1476620,54110,Tamarind TriBeCa,Indian,366.9,Weekend,21,21,TRUE,6.96,18.345,2
1477244,47386,Bubby's ,American,365.4,Weekday,28,31,TRUE,14.19,18.27,2
1477231,63147,Shake Shack,American,378.3,Weekend,29,19,TRUE,11.26,18.915,2
1477576,105087,Rubirosa,Italian,423.6,Weekday,26,32,TRUE,16.5,21.18,2
1478203,41907,Hatsuhana,Japanese,422.1,Weekend,27,24,TRUE,0.74,21.105,3
1476890,83469,Han Dynasty,Chinese,365.4,Weekday,33,29,TRUE,10.37,18.27,3
1477059,67487,Blue Ribbon Sushi,Japanese,512.1,Weekend,27,15,TRUE,18.97,25.605,2
1477038,96877,The Meatball Shop,Italian,365.4,Weekend,25,28,TRUE,8.54,18.27,3
1478220,399729,Blue Ribbon Sushi,Japanese,264.9,Weekend,20,19,TRUE,10.77,13.245,2
1477459,149984,Sushi of Gari 46,Japanese,429.3,Weekend,27,25,TRUE,2.35,21.465,Not given
1478214,103049,TAO,Japanese,756.6,Weekend,28,17,TRUE,14.5,37.83,3
1476636,232214,Terakawa Ramen,Japanese,439.5,Weekend,30,16,TRUE,16.43,21.975,2
1477807,38050,Blue Ribbon Sushi,Japanese,381.3,Weekday,24,28,TRUE,8.45,19.065,Not given
1477841,18902,Rubirosa,Italian,656.4,Weekend,28,27,TRUE,6.56,32.82,2
1476998,140279,Blue Ribbon Sushi Bar & Grill,Japanese,388.5,Weekday,28,28,TRUE,7.94,19.425,Not given
1477900,276192,Sushi of Gari Tribeca,Japanese,258.9,Weekend,33,28,TRUE,8.62,12.945,3
1477173,68300,Blue Ribbon Fried Chicken,American,654.9,Weekend,20,27,TRUE,6.44,32.745,Not given
1476876,325285,RedFarm Broadway,Chinese,164.4,Weekend,27,18,TRUE,13.37,8.22,3
1477496,132137,Parm,Italian,670.8,Weekend,27,27,TRUE,5.93,33.54,Not given
1476845,55334,Blue Ribbon Sushi,Japanese,363.9,Weekend,31,29,TRUE,9.73,18.195,3
1476642,277898,Blue Ribbon Fried Chicken,American,365.4,Weekend,25,17,TRUE,14.93,18.27,Not given
1477801,268365,Zero Otto Nove,Italian,365.4,Weekday,29,25,TRUE,2.6,18.27,2
1477594,47440,Bareburger,American,365.4,Weekday,25,24,TRUE,0.65,18.27,3
1478318,263426,TAO,Japanese,663.6,Weekday,32,30,TRUE,12.54,33.18,3
1476734,148327,Shake Shack,American,990.9,Weekday,31,28,TRUE,8.46,49.545,Not given
1477202,259341,Joe's Shanghai _Àü£¾÷´,Chinese,483,Weekend,31,22,TRUE,4.78,24.15,3
1478180,270525,The Smile,American,667.8,Weekend,25,26,TRUE,3.76,33.39,3
1477992,65589,Blue Ribbon Sushi Izakaya,Japanese,583.5,Weekday,33,32,TRUE,16.43,29.175,3
1477164,74424,Shake Shack,American,473.1,Weekend,29,20,TRUE,8.71,23.655,3
1478386,240093,The Meatball Shop,Italian,441,Weekday,30,24,TRUE,1.19,22.05,3
1476756,263426,Shake Shack,American,422.1,Weekend,21,27,TRUE,6.65,21.105,3
1477989,102801,ilili Restaurant,Middle Eastern,411.9,Weekday,22,33,TRUE,18.06,20.595,3
1477972,97806,Shake Shack,American,378.3,Weekend,26,25,TRUE,2.42,18.915,2
1477452,107240,Shake Shack,American,250.2,Weekend,21,30,FALSE,0,12.51,3
1477578,385150,Blue Ribbon Sushi,Japanese,365.4,Weekend,27,16,TRUE,16.61,18.27,2
1478208,371590,The Meatball Shop,Italian,874.5,Weekend,29,27,TRUE,6.63,43.725,3
1477215,27609,Blue Ribbon Sushi Bar & Grill,Japanese,727.5,Weekend,25,26,TRUE,4.04,36.375,3
1477479,373152,Blue Ribbon Sushi,Japanese,369.6,Weekday,29,27,TRUE,5.78,18.48,Not given
1476675,235818,Shake Shack,American,478.8,Weekday,28,27,FALSE,0,23.94,2
1476854,47440,Blue Ribbon Fried Chicken,American,193.5,Weekend,30,24,FALSE,0,9.675,2
1478275,334758,Five Guys Burgers and Fries,American,729,Weekend,28,18,FALSE,0,36.45,3
1477604,128711,RedFarm Hudson,Chinese,376.8,Weekend,20,22,TRUE,4.38,18.84,3
1477039,338923,Hill Country Fried Chicken,Southern,669.3,Weekday,21,25,TRUE,2.21,33.465,3
1477100,164005,Sushi of Gari,Japanese,465.6,Weekend,20,16,TRUE,17.24,23.28,Not given
1478008,374826,Dos Caminos,Mexican,202.2,Weekend,32,26,TRUE,3.73,10.11,3
1478298,79343,Blue Ribbon Sushi Bar & Grill,Japanese,180.6,Weekday,29,25,TRUE,2.55,9.03,Not given
1477085,103852,J. G. Melon,American,202.2,Weekend,20,29,FALSE,0,10.11,3
1477052,35993,Mira Sushi,Japanese,353.7,Weekend,32,26,FALSE,0,17.685,Not given
1478042,201542,TAO,Japanese,871.5,Weekend,35,24,TRUE,0.45,43.575,2
1476605,366975,Blue Ribbon Sushi Bar & Grill,Japanese,580.5,Weekend,23,17,TRUE,14.94,29.025,Not given
1477825,389740,L'Express,French,359.4,Weekday,21,28,FALSE,0,17.97,3
1476735,369272,Blue Ribbon Sushi Bar & Grill,Japanese,350.7,Weekday,21,28,TRUE,8.41,17.535,3
1476686,45396,Blue Ribbon Sushi,Japanese,493.2,Weekend,30,29,TRUE,10.64,24.66,3
1478435,350180,RedFarm Hudson,Chinese,609.6,Weekday,30,29,TRUE,10.06,30.48,3
1476802,318451,Blue Ribbon Sushi,Japanese,420.6,Weekend,23,18,TRUE,13.12,21.03,2
1478416,378027,RedFarm Broadway,Chinese,272.1,Weekend,35,17,TRUE,14.82,13.605,2
1477893,63513,Mamoun's Falafel,Mediterranean,177.6,Weekday,31,33,FALSE,0,8.88,Not given
1477018,53947,Shake Shack,American,465.6,Weekend,33,17,FALSE,0,23.28,3
1477706,68258,Jack's Wife Freda,Mediterranean,669.3,Weekend,23,28,FALSE,0,33.465,Not given
1476971,250494,Parm,Italian,857.1,Weekday,22,32,TRUE,16.13,42.855,3
1477470,350659,Shake Shack,American,727.5,Weekend,27,30,FALSE,0,36.375,2
1477755,107909,Cafeteria,American,362.4,Weekend,35,28,FALSE,0,18.12,3
1478084,110461,Blue Ribbon Sushi,Japanese,662.1,Weekend,33,15,TRUE,19.22,33.105,2
1478163,372722,Shake Shack,American,638.7,Weekend,35,21,FALSE,0,31.935,Not given
1478431,245862,S'MAC,American,494.7,Weekend,27,19,FALSE,0,24.735,3
1477559,127149,P.J. Clarke's,American,758.1,Weekday,34,29,FALSE,0,37.905,3
1477666,368295,Blue Ribbon Fried Chicken,American,349.2,Weekend,24,16,FALSE,0,17.46,3
